
# e groceteria,Food Service Establishment 1,Vancouver - City Centre,1308 Burrard St Vancouver BC V6Z 2B7 Canada,(604) 559-6863,/Facility/Details/db951079-e67c-45ee-b239-55519e6ba4d8
#1 Orchard,Retail Food Store,Vancouver - City Centre,1689 Johnston St Vancouver BC V6H 3R9 Canada,(604) 728-5449,/Facility/Details/29e9ebcd-7cbd-4fd5-8c57-d5f613627819
#9 Restaurant,Food Service Establishment 1,Richmond,812-5300 No. 3 Road Richmond BC V6X 2X9 Canada,(604) 278-7700,/Facility/Details/6aa4eb7d-17ac-4956-bfc6-bd54a5999724
A & W Restaurant #0541,Food Service Establishment 1,City of North Vancouver,920 Marine Drive North Vancouver BC V7P 1R9 Canada,604-985-2733,/Facility/Details/afc38148-6eb8-4d1e-a8b9-61137d97eb1d
A & W Restaurant #0701,Food Service Establishment 1,Vancouver - South,7092 Kerr St Vancouver BC V5S 4W2 Canada,(604) 435-4311,/Facility/Details/201713df-dddb-4365-9832-e32bc5760886
A & W Restaurant #0704,Food Service Establishment 1,Vancouver - City Centre,FC13-701 W Georgia St Vancouver BC V7Y 1K8 Canada,(604) 689-1133,/Facility/Details/cfd959f7-a63c-4adb-a6d0-4664f98bf57c
A & W Restaurant #0709,Food Service Establishment 1,Vancouver - Downtown Eastside,1715 E Broadway Vancouver BC V5N 1W2 Canada,(604) 872-1532,/Facility/Details/f7b00368-0a1b-41e9-b4ac-6ebd1b5a5f26
A & W Restaurant #0741,Food Service Establishment 1,Vancouver - City Centre,450 Robson St Vancouver BC V6B 0H3 Canada,(604) 569-2409,/Facility/Details/f62a5896-dba2-4fee-86ac-08638d57601a
A & W Restaurant #740,Food Service Establishment 1,Vancouver - City Centre,778 Robson St Vancouver BC V6Z 1A1 Canada,(604) 569-2479,/Facility/Details/58da79d5-0159-4cca-9708-6b426258b12c
A & W Restaurant #743,Food Service Establishment 1,District of North Vancouver,128-1133 Mount Seymour Road North Vancouver BC V7H 2Y4 Canada,604-985-5944,/Facility/Details/fe99e1eb-77d6-4a92-946b-c24fadd9bf0c
A & W Restaurant (Gibsons),Food Service Establishment 1,Gibsons,967 Venture Way Gibsons BC V0N 1V7 Canada,(604) 886-9669,/Facility/Details/4d995b1b-d23b-4acc-a4b2-a34cce3c86d9
A & Z,Food Service Establishment 1,Vancouver - Downtown Eastside,160 E Hastings St Vancouver BC V6A 1R3 Canada,(604) 716-7186,/Facility/Details/9b0b0c27-79e9-4fcb-9b0a-3d21727c66c3
A Bosa & Co Ltd,Retail Food Store,Vancouver - Downtown Eastside,562 Victoria Dr Vancouver BC V5L 4E2 Canada,,/Facility/Details/881555f7-9c50-11d3-baa9-005004ae1145
A Bosa & Co Ltd - Caffe,Food Service Establishment 1,Vancouver - North East,1465 Kootenay St Vancouver BC V5K 4Y3 Canada,(604) 253-5578,/Facility/Details/62a3796b-aad5-458c-87fa-14b7cd38d229
A Bosa & Co Ltd - Store,Retail Food Store,Vancouver - North East,1465 Kootenay St Vancouver BC V5K 4Y3 Canada,(604) 253-5578,/Facility/Details/d50ec17b-6801-4382-b090-5352dd251888
A Bread Affair,Food Service Establishment 1,Vancouver - City Centre,1680 Johnston St Vancouver BC V6H 3S2 Canada,(604) 514-2353,/Facility/Details/b07ac7d5-cccd-4c3b-966c-55aabe8d707f
A Catered Affair Hospitality Inc.,Food Service Establishment 1,Richmond,101-2691 Viscount Way Richmond BC V6V 2R5 Canada,(604) 244-1199,/Facility/Details/67685bbd-1c5a-46d3-8e0a-e152df595851
A La Mode,Food Service Establishment 1,Vancouver - City Centre,#137-1689 Johnston St Vancouver BC V6H 3R9 Canada,(604) 685-8335,/Facility/Details/a3d3e195-b8bf-409b-beb9-c70c5b79d8eb
A Loving Spoonful,Non-processor,Vancouver - Downtown Eastside,1449 Powell St Vancouver BC V5L 1G8 Canada,(604) 682-6325,/Facility/Details/0363980a-f4eb-45a4-9522-4669d5eecc0c
A Moveable Feast Catering Co. Ltd.,Food Service Establishment 1,District of North Vancouver,102 Garden Avenue North Vancouver BC V7P 3H2 Canada,604-992-6996,/Facility/Details/5fa1a653-0c2b-4508-950e-cca6791597c3
A Taste Of India Restaurant,Food Service Establishment 1,Vancouver - City Centre,1282 Robson St Vancouver BC V6E 1C1 Canada,(604) 682-3894,/Facility/Details/3cb4323f-f2f6-4307-8fda-7b46f3b8240f
A Taste Of Vietnam,Food Service Establishment 1,Vancouver - City Centre,1016 W Broadway Vancouver BC V6H 1E6 Canada,(604) 730-8383,/Facility/Details/885575da-ca41-4e68-b30f-ff9be156d6aa
A.C. Distributors,Non-processor,Richmond,4-1500 Valmont Way Richmond BC V6V 1Y4 Canada,,/Facility/Details/83f0d9de-90ec-42d4-8a26-b9ceb819bd3f
A.N.R. Chris Convenience,Retail Food Store,Vancouver - Westside,1884 W Broadway Vancouver BC V6J 1Y9 Canada,(604) 736-8947,/Facility/Details/47b75d40-7a72-451e-93c1-1742d4df00f2
A1 Hot Dog,Mobile Food Service (Type 2),Vancouver - Downtown Eastside,1836 Triumph St Vancouver BC V5L 1K3 Canada,(778) 891-6924,/Facility/Details/091a5aa1-aa1b-4a05-8960-a369f67fabc3
AA Plus Restaurant,Food Service Establishment 1,Vancouver - Midtown,5207 Victoria Dr Vancouver BC V5P 3V4 Canada,(604) 565-8121,/Facility/Details/292006c5-a618-43c4-bfa8-219da94b3399
Aaron Service and Supplies,Retail Food Store,Powell River,4703 Marine Avenue Powell River BC V8A 2L2 Canada,(604) 485-5623,/Facility/Details/9881f18a-8ba2-48e1-904f-7b8274219cdb
Abbeyfield Houses of Vancouver - Coach House,Food Service Establishment 1,Vancouver - South,1275 W 67th Ave Vancouver BC V6P 2T2 Canada,604-261-3221,/Facility/Details/c8cbba97-87aa-4453-bcce-47d8fbc42073
Abbeyfield Houses of Vancouver - Heritage House,Food Service Establishment 1,Vancouver - South,1275 W 67th Ave Vancouver BC V6P 2T2 Canada,604-261-5531,/Facility/Details/88a0879a-ad55-4f46-aeb1-bb571afe274f
ABC Country Restaurant,Food Service Establishment 1,Richmond,3580 No. 3 Road Richmond BC V6X 2C1 Canada,(604) 276-9222,/Facility/Details/99647d44-8dc4-47b0-ba71-84430544bcd1
ABC Dollar and Gift,Retail Food Store,District of North Vancouver,3026 Mountain Hwy North Vancouver BC V7J 2P1 Canada,,/Facility/Details/eee93aeb-af9a-41a7-92f5-85f90dd296f4
Abdul's BBQ,Food Service Establishment 1,Vancouver - Downtown Eastside,#2009-88 W Pender St Vancouver BC V6B 6N8 Canada,(604) 365-2467,/Facility/Details/52d06cfe-b1f9-4380-8998-7c179fda7393
Aboriginal Mother Centre Society,Food Service Establishment 1,Vancouver - Downtown Eastside,2019 Dundas St Vancouver BC V5L 1J5 Canada,(778) 918-6814,/Facility/Details/c1e0ef85-b345-4cb9-ad67-800722049082
Absinthe Bistro,Food Service Establishment 1,Vancouver - Downtown Eastside,1260 Commercial Dr Vancouver BC V5L 3X4 Canada,(604) 566-9053,/Facility/Details/d2e7a385-2bf7-4606-96e2-9abe5dfc524f
Absolutely Thai,Food Service Establishment 1,Gibsons,812 Gibsons Way Gibsons BC V0N1V9 Canada,(604) 886-9249,/Facility/Details/4d15c478-5a51-4301-8b75-340c45195b7f
Abstract Cafe,Food Service Establishment 1,Vancouver - Downtown Eastside,1692 Venables St Vancouver BC V5L 2H2 Canada,(778) 987-0067,/Facility/Details/d8e66a1e-487f-48fa-9e55-10ccbe2f4fd8
Abyss Online,Retail Food Store,Richmond,170-3411 No. 3 Road Richmond BC V6X 2B8 Canada,(604) 285-9669,/Facility/Details/6fd0fdd2-794f-4553-b978-0fba2cf672c3
AC - Maple Leaf Int'l Lounge expansion #63593,Food Service Establishment 1,Richmond,C4440.0-3211 Grant McConachie Way Richmond BC V7B 1K9 Canada,(604) 363-5630,/Facility/Details/88cd8b20-f86d-4acf-bb06-9a6b9be0c623
Acacia Fillo Bar,Food Service Establishment 1,Vancouver - City Centre,1103 Denman St Vancouver BC V6G 2M7 Canada,(604) 633-3884,/Facility/Details/fa4114f5-fca2-4208-b4ce-0950edd809a1
Ace Badminton Centre,Retail Food Store,Richmond,9151 Van Horne Way Richmond BC V6X 1W2 Canada,(604) 233-0077,/Facility/Details/b5bb303d-a083-4a43-a319-e5173707c4bb
Ace Beverages,Non-processor,Richmond,5910 No. 6 Rd Richmond BC Canada,(604) 304-0401,/Facility/Details/55037935-606f-4ab3-b271-c0e558899e26
Ace Video Smoke Shop & Grocery,Retail Food Store,City of North Vancouver,101-1515 Pemberton Ave North Vancouver BC V7P 2S3 Canada,(604) 375-7333,/Facility/Details/17d726ed-6dee-4e77-8088-1050c0d5f538
Acme Cafe Ltd,Food Service Establishment 1,Vancouver - Downtown Eastside,51 W Hastings St Vancouver BC V6B 1G4 Canada,(604) 569-1022,/Facility/Details/f63519b7-3dd8-4343-a99f-94570b28d643
Acme Grocery & Cafe,Food Service Establishment 1,Richmond,170-3031 Beckman Place Richmond BC V6X 3R2 Canada,(604) 278-0212,/Facility/Details/bd38d514-232e-45b9-8bcf-c7af23bea2ac
Active Body Express,Food Service Establishment 1,Vancouver - City Centre,#201-610 Granville St Vancouver BC V7Y 1H4 Canada,(604) 356-2431,/Facility/Details/707f3c5a-9e46-4ccd-97cb-d18ca110283a
Active Body Nutrition,Retail Food Store,Vancouver - City Centre,983 Mainland St Vancouver BC V6B 1T2 Canada,,/Facility/Details/96bf6edd-6feb-4dcb-9eac-4f81378da01f
Active Body Nutrition & Juice Bar,Food Service Establishment 1,District of West Vancouver,1517 Bellevue Avenue West Vancouver BC V7V 1A6 Canada,604-925-9383,/Facility/Details/86053a24-34d4-4a86-a61b-41a0fc658f0a
Active Body Nutrition Centre,Retail Food Store,Vancouver - North East,3498 E Hastings St Vancouver BC V5K 2A6 Canada,604-558-2099,/Facility/Details/a737d4b8-4084-4278-9707-7d0fb29ff8e3
Actton Super Save Gas,Retail Food Store,Richmond,6000 No. 5 Road Richmond BC V6V 1Y9 Canada,604-303-7742,/Facility/Details/7246b8ee-035d-43b4-856f-a7c2bcd01609
Adanac Park Lodge - Kitchen,Food Service Establishment 2,Vancouver - North East,851 Boundary Rd Vancouver BC V5K 4T2 Canada,(604) 299-7567,/Facility/Details/a07c1b87-afb2-42fb-abc0-cf2980997d9a
Adara Kitchenette,Processor,Whistler,4122 Village Green Whistler BC V0N 1B4 Canada,(604) 905-4009,/Facility/Details/95ce9ab5-52b5-49b8-8d11-d3fbbdb327cd
Addis Cafe,Food Service Establishment 1,Vancouver - North East,2017 Commercial Dr Vancouver BC V5M 4B1 Canada,(604) 254-1929,/Facility/Details/27a68c1c-68c5-4773-bbec-7a6b673f6573
Adelitas,Food Service Establishment 1,Vancouver - Midtown,5178 Victoria Dr Vancouver BC V5P 3V2 Canada,(604) 677-1580,/Facility/Details/45cea2ab-55d4-49d4-b7fd-a3090dc9dbd1
Adesa - Dana Hospitality LP,Food Service Establishment 1,Richmond,7111 No. 8 Road Richmond BC V6W 1Z9 Canada,(604) 232-4403,/Facility/Details/59a66a06-6ff1-4f86-a4ea-728dbecf839b
Adesso Bistro,Food Service Establishment 1,Vancouver - City Centre,1906 Haro St Vancouver BC V6G 1H7 Canada,(604) 568-9975,/Facility/Details/995e04ef-2ecc-4014-9f59-d3197f66da4d
Admiral Seymour Elementary - Hot Lunch Program,Food Service Establishment 1,Vancouver - Downtown Eastside,1130 Keefer St Vancouver BC V6A 1Z3 Canada,(604) 713-4641,/Facility/Details/11652bdd-cd2a-433c-bf37-a2cc408fa8e3
Adonia Tea House,Food Service Establishment 1,Vancouver - Westside,2057 W 41st Ave Vancouver BC V6M 1Y7 Canada,(604) 261-0049,/Facility/Details/35da13a7-0b7f-4830-acc8-4a92c7a998a1
Adorabelle Tea Room,Food Service Establishment 1,Richmond,12051 Third Avenue Richmond BC V7E 3K1 Canada,(604) 241-1947,/Facility/Details/ae872287-a343-4436-bc56-9fec397dfe41
AEMS Seafood Ltd,Retail Food Store,Richmond,1360-8888 Odlin Crescent Richmond BC V6X 3Z8 Canada,(604) 273-3288,/Facility/Details/32c65dd8-2b1d-4638-ad9b-cbf3bc8b099c
Aero Inn Sushi Cafe,Food Service Establishment 1,Richmond,5455 Airport Rd S Richmond BC V7B 1B5 Canada,(604) 761-2362,/Facility/Details/9e0c2bb5-8a1f-43b4-becf-795a5450cf93
AFC Sushi,Food Service Establishment 1,City of North Vancouver,20-845 Marine Drive North Vancouver BC Canada,(778) 938-0504,/Facility/Details/fc9d9f4c-fae8-4d40-aad1-a8ef5f92eadf
AFC Sushi @ Fresh St. Market #1,Food Service Establishment 1,District of West Vancouver,1650 Marine Drive West Vancouver BC V7V 1J1 Canada,604-922-6131,/Facility/Details/df3954aa-fc32-4032-a58a-793da47e1251
Afghan Chopan Bakery & Diner,Food Service Establishment 1,Richmond,6652 No. 3 Road Richmond BC V6Y 2C2 Canada,(604) 278-6555,/Facility/Details/0524d63b-7849-48c6-8b24-c4f8fb8f966c
Afghan Horsemen Restaurant,Food Service Establishment 1,Vancouver - City Centre,#202-1833 Anderson St Vancouver BC V6H 4E5 Canada,,/Facility/Details/b899db42-c02e-4076-ac96-04259523d067
Afra Bakery and Market,Food Service Establishment 1,District of North Vancouver,1521 Pemberton Avenue North Vancouver BC V7P 2S3 Canada,(604) 987-7454,/Facility/Details/a567b7b2-c3cd-4ae6-9464-585a45681486
African Breese,Retail Food Store,District of North Vancouver,114-1054 Marine Drive North Vancouver BC Canada,604-987-1140,/Facility/Details/8a9722a9-7d9a-4ebf-b820-632b0257b260
African Breese Specialty Foods,Non-processor,Vancouver - Westside,3654 W 4th Ave Vancouver BC V6R 1P1 Canada,(604) 620-5435,/Facility/Details/99544621-0a38-4091-af4e-461d10bc58fe
Africana General Market,Retail Food Store,Vancouver - North East,3543 Kingsway Vancouver BC V5R 5L9 Canada,604-434-4555,/Facility/Details/3c16ea71-2b40-441e-84bc-eb0ef4a905d5
Agora Cafe,Food Service Establishment 1,Vancouver - Westside,59-2357 Main Mall Vancouver BC V6T 1Z4 Canada,604-822-4651,/Facility/Details/5e7c194e-97f4-4739-b3d8-89c4407478c9
Agro Cafe Granville Island,Food Service Establishment 1,Vancouver - City Centre,1363 Railspur Alley Vancouver BC V6H 4G9 Canada,604-689-8700,/Facility/Details/c14f7f87-e78a-43d1-8fa3-d2ceb7cf74f7
Agro Roasters Ltd.,Food Service Establishment 1,Vancouver - Downtown Eastside,550 Clark Dr Vancouver BC V5L 3H7 Canada,(604) 251-1655,/Facility/Details/dae8095f-789e-4408-b7ad-997e53da503b
Ah Wai Kitchen,Food Service Establishment 1,Richmond,1030-8888 Odlin Crescent Richmond BC V6X 3Z8 Canada,(604) 231-9878,/Facility/Details/6bb26eba-fce7-479a-b251-f08a6349944b
Ahwaz Hookah House,Processor,Vancouver - City Centre,1322 Georgia W Vancouver BC V6E 4S2 Canada,604-696-9376,/Facility/Details/a3c1daba-c432-42d6-bf17-6016bb825ed3
AI Restaurant Group Ltd.,Food Service Establishment 1,Richmond,1B-12880 Bathgate Way Richmond BC V6V 1Z4 Canada,(604) 233-8868,/Facility/Details/8bb4cb58-989a-4e19-8faa-d9792017aefd
Aidus & E-Fong Canada Herbal Solution,Non-processor,Richmond,1048-2560 Shell Road Richmond BC V6X 0B8 Canada,(604) 323-8919,/Facility/Details/e051052a-c4a8-4af2-b7b4-e5be86035b13
Aili & Annie Natural Nutrition,Retail Food Store,Richmond,3120-4000 No. 3 Road Richmond BC V6X 0J8 Canada,(778) 987-7717,/Facility/Details/bc3b2b17-16e8-4f53-8951-a974ceeaa155
Air Canada Maple Leaf Lounge - "C" Gate - #63591,Food Service Establishment 1,Richmond,3311-3880 Grant McConachie Way Richmond BC V7B 1K4 Canada,(604) 231-6519,/Facility/Details/c8a22b2e-7e07-4210-ba3c-07f10a37069d
Air Canada Maple Leaf Lounge - International - #63593,Food Service Establishment 1,Richmond,C3437.0-3211 Grant McConachie Way Richmond BC V7B 1K3 Canada,(604) 231-6519,/Facility/Details/16893763-8aa0-433c-88c8-a4308b8d676f
Air Canada Maple Leaf Lounge - Kitchen / Storage,Processor,Richmond,3140-02-3880 Grant McConachie Way Richmond BC V7B 1K3 Canada,(604) 231-6519,/Facility/Details/4f004c01-0101-4456-9a44-d485b93ecdd2
Air Canada Maple Leaf Lounge - Transborder - #63592,Food Service Establishment 1,Richmond,C4699.0-3211 Grant McConachie Way Richmond BC V7B 1K3 Canada,(604) 231-6519,/Facility/Details/009db068-9dfa-4045-ae8f-d3ef81f8f7c9
Airhouse,Food Service Establishment 1,Squamish,401-1201 Commercial Way Squamish BC,(604) 390-3390,/Facility/Details/5a9b2940-6af2-4f41-b1dc-93c9ec80e863
Airport Husky Market,Food Service Establishment 1,Richmond,9060 Bridgeport Road Richmond BC V6X 1S1 Canada,(604) 278-0011,/Facility/Details/324cf91d-afcc-43cd-a66c-b621627b81d2
Aisle 7.ca,Retail Food Store,Vancouver - North East,318 Skeena Vancouver BC V5K 5A6 Canada,604-563-7070,/Facility/Details/db230d70-fb77-4b21-8eb2-9457fad77a59
Aji Hana Japanese Eatery & Udon,Food Service Establishment 1,Richmond,3050-4151 Hazelbridge Way Richmond BC V6X 4J7 Canada,(604) 447-6622,/Facility/Details/7aac64f2-2cdf-4ba7-94bc-5aa505189c1f
Aji Ichiban,Retail Food Store,Richmond,1377-4380 No. 3 Road Richmond BC V6X 3V7 Canada,,/Facility/Details/784e6050-2559-42d1-8953-d7b0e5db07f0
Aji Kura Ramen & Sushi,Food Service Establishment 1,Vancouver - Midtown,5857 Victoria Dr Vancouver BC V5P 3W5 Canada,(604) 559-1100,/Facility/Details/7c413026-1f6b-44aa-9ff9-fec197694f8b
Ajiya Sushi,Food Service Establishment 1,Vancouver - Westside,1822 W 4th Ave Vancouver BC V6J 1M3 Canada,(604) 737-3999,/Facility/Details/d057df4b-6537-47e5-a5d9-738ac710d69c
Ajiyose Enterprises Ltd.,Non-processor,Richmond,1-14191 Burrows Road Richmond BC V6V 1K9 Canada,604-278-1118,/Facility/Details/8d163499-8706-47f9-a29b-89c899eeef91
Aka Tom-Bo Japanese Restaurant,Food Service Establishment 1,City of North Vancouver,751 Lonsdale Avenue North Vancouver BC V7M 2G9 Canada,604-929-9999,/Facility/Details/3ad5e4d7-cdaf-44f5-83f1-7e4884210f8f
Akali Singh Sikh Temple,Food Service Establishment 1,Vancouver - North East,1890 Skeena Vancouver BC V5M 4L3 Canada,604-254-2117,/Facility/Details/765a3714-7706-11d5-a6db-00104b9a79f3
Akbar's Own Dining Lounge,Food Service Establishment 1,Vancouver - Westside,1905 W Broadway Vancouver BC V6J 1Z3 Canada,(604) 736-8180,/Facility/Details/6ea0b986-6076-4f4a-825f-2b272595da24
Akebono Japanese Food & Sushi,Food Service Establishment 1,City of North Vancouver,150-123 Carrie Cates Court North Vancouver BC V7M 3K7 Canada,604-987-3625,/Facility/Details/7b2c133c-ed4a-4309-9966-5eeed9b66677
Aki Restaurant,Food Service Establishment 1,Vancouver - City Centre,1368 W Pender St Vancouver BC V6E 4S9 Canada,(604) 682-4032,/Facility/Details/4f929be0-a178-410b-ad60-44d065116674
Akira Sushi,Food Service Establishment 1,Vancouver - City Centre,1069 Denman St Vancouver BC V6G 2M7 Canada,(604) 806-6321,/Facility/Details/ba6ddfa5-7fd0-4da4-94ec-8e93319a3d92
Al Basha,Food Service Establishment 1,Richmond,137-9040 Blundell Road Richmond BC V6Y 1K3 Canada,(604) 244-7147,/Facility/Details/f4eb788f-690c-4efb-b84d-76e1904bf637
Al Basha,Food Service Establishment 1,Vancouver - Westside,3143 W Broadway Vancouver BC V6K 2H2 Canada,(604) 568-8841,/Facility/Details/daa98950-b966-4bd0-94fb-60b2391dd25a
Al Basha,Food Service Establishment 1,Vancouver - Westside,1937 Cornwall St Vancouver BC V6J 1C8 Canada,(604) 336-2110,/Facility/Details/adb750d1-2314-4c3c-818a-69d11eb862a0
Al Porto Ristorante,Food Service Establishment 1,Vancouver - City Centre,321 Water St Vancouver BC V6B 1B8 Canada,(604) 683-8376,/Facility/Details/c58900a7-5793-4f39-bf94-7a5283647e82
Aladdin Cafe,Food Service Establishment 1,Vancouver - City Centre,615 Robson St Vancouver BC V6B 5J3 Canada,(604) 626-5300,/Facility/Details/604ba9d2-8448-442d-8bee-9ad18eb2c476
Alano Club,Food Service Establishment 1,City of North Vancouver,176 2 Street E North Vancouver BC V7L 1C3 Canada,604-987-4141,/Facility/Details/ea21d107-9113-457d-ad89-281bd8105a1e
Alano Valley Farm,Retail Food Store,Richmond,2170-8888 Odlin Crescent Richmond BC V6X 3Z8 Canada,778-858-7908,/Facility/Details/6570d16d-53c6-4445-a421-0b8fb4a931bf
Alberni Market,Retail Food Store,Vancouver - City Centre,1168 Alberni St Vancouver BC V6E 3Z3 Canada,(604) 684-5132,/Facility/Details/3765fc28-1aff-45ca-9448-f5c66ba762d4
Alberrello Pizzeria,Food Service Establishment 1,City of North Vancouver,115 15th Street W North Vancouver BC V7M 2H9 Canada,604-770-4484,/Facility/Details/af0fb381-d9d8-4028-866d-959b4e9507d5
Alchemist Restaurant,Food Service Establishment 1,Powell River,4680 Marine Avenue Powell River BC V8A2L1 Canada,(604) 485-4141,/Facility/Details/04fff0b9-ca61-4a5d-be2e-37e57832af82
Alderwood Family Development Centre - Fern House,Food Service Establishment 1,Vancouver - North East,2750 E 18th Ave Vancouver BC V5M 4W8 Canada,(604) 434-9101,/Facility/Details/c7a97abe-a4a8-4fb0-8d57-5956c8726b2b
Alderwood Farm,Food Service Establishment 1,Bowen Island,1351 Adams Rd Bowen Island BC V0N 1G2 Canada,604-947-9434,/Facility/Details/7a18dcf0-288a-4a61-b122-740aee09c6dd
Alderwood Farms Meat Shop,Retail Food Store,Bowen Island,1351 Adams Rd Bowen Island BC V0N 1G2 Canada,604-947-9434,/Facility/Details/8fab2421-ae24-48ce-b8d7-3ab79337e53f
Alderwood House School - Lunch Program,Food Service Establishment 2,Richmond,12151 Shell Road Richmond BC V7A 3W9 Canada,(604) 377-8385,/Facility/Details/0cade78c-73e1-467a-b80d-2f6d0e704297
Alegria Cafe & Giftware,Food Service Establishment 1,Richmond,12151 First Avenue Richmond BC V7E 3M1 Canada,(604) 274-1215,/Facility/Details/7c901107-a634-4055-b34e-79acb7185100
Alem Enjera,Processor,Vancouver - Downtown Eastside,2149 Commercial Dr Vancouver BC V5N 4B3 Canada,(604) 729-0448,/Facility/Details/34c1bfc2-f36c-458b-a624-74f52d681cc2
Alenka European Food,Retail Food Store,Vancouver - North East,Unit 15-701 Kingsway Vancouver BC V5T 3K6 Canada,,/Facility/Details/7cd5ff0d-20f7-4826-b88d-8d64578235b2
Alex Grocery,Retail Food Store,Vancouver - South,6594 Victoria Dr Vancouver BC V5P 3X9 Canada,(604) 401-8734,/Facility/Details/13dea210-2899-48b3-94e0-eff08d4a4e0d
Alexander Gastown,Food Service Establishment 1,Vancouver - Downtown Eastside,91 Powell St Vancouver BC V6A 1E9 Canada,(778) 226-6779,/Facility/Details/3ce59599-b4e4-477d-8064-bf9bcdda9a87
Alexander St. Community Services Society,Food Service Establishment 1,Vancouver - Downtown Eastside,111 Princess Ave Vancouver BC V6A 0C9 Canada,604-683-0073,/Facility/Details/d6a51911-ef1f-4bdc-871b-0519b1939b0d
Alfaraza Halal Meats & Seafood,Retail Food Store,Vancouver - Midtown,5077 Victoria Dr Vancouver BC V5P 3T9 Canada,(604) 323-1550,/Facility/Details/5f8f5546-9c51-11d3-baa9-005004ae1145
Alfredito's Cafe,Food Service Establishment 1,Vancouver - North East,3585 Graveley St Vancouver BC V5K 5J5 Canada,(604) 717-3131,/Facility/Details/5646a26f-ef03-4daf-a4df-eec57df4d712
Algarve Cafe,Food Service Establishment 1,Vancouver - North East,1683 E 12th Ave Vancouver BC V5N 2A2 Canada,(604) 879-4341,/Facility/Details/f772d262-b7a5-4554-b518-461c58797677
Alibaba Capilano Cafe,Food Service Establishment 1,District of North Vancouver,1825 Capilano Road North Vancouver BC V7P 3B5 Canada,604-987-9000,/Facility/Details/7cc4cdd8-f692-4674-9446-90d034e89065
Alice Lake Concession,Retail Food Store,Brackendale,Alice Lake Squamish BC V0N 1H0 Canada,(604) 986-2261,/Facility/Details/9fb1169e-b37c-448f-bfc3-7892bf49816b
Alice's Fresh Pasta,Processor,Powell River,4605 Manson Ave. Powell River BC V8A 3N3 Canada,(604) 485-5772,/Facility/Details/6b0a6320-0a30-4836-ae07-c0ecc514fced
Aling Ening Restaurant 2,Food Service Establishment 1,Vancouver - Midtown,4253 Fraser St Vancouver BC V5V 4G1 Canada,(604) 873-1956,/Facility/Details/52d3f08d-32f0-4ac7-825a-746918e28928
